procedure_name_en,project_name_en,building_name_ar,actual_worth,property_usage_en,reg_type_id,procedure_id,property_sub_type_id,procedure_area,procedure_name_ar,instance_date,project_name_ar,building_name_en,property_usage_ar,area_id,property_type_id,nearest_metro_en,has_parking,meter_sale_price,trans_group_ar,nearest_mall_en,no_of_parties_role_3,nearest_metro_ar,no_of_parties_role_2,no_of_parties_role_1,trans_group_en,nearest_mall_ar,transaction_id,rooms_ar,meter_rent_price,property_type_en,master_project_en,nearest_landmark_en,rooms_en,area_name_en,property_type_ar,trans_group_id,load_timestamp,nearest_landmark_ar,area_name_ar,reg_type_en,property_sub_type_en,project_number,rent_value,reg_type_ar,property_sub_type_ar,master_project_ar
Sell - Pre registration,HAMILTON HOUSE,هاملتون هاوس,1224828,Residential,0,102,60.0,98.45,بيع - تسجيل مبدئى,2023-06-21,هاملتون هاوس,HAMILTON HOUSE,سكني,441,3,Nakheel Metro Station,1,12441.12,مبايعات,Marina Mall,0.0,محطة مترو النخيل,1.0,1.0,Sales,مارينا مول,1-102-2023-30126,غرفتين,,Unit,Jumeirah Village Circle,Sports City Swimming Academy,2 B/R,Al Barsha South Fourth,وحدة,1,2026-03-26 10:08:27,أكاديمية المدينة الرياضية للسباحة,البرشاء جنوب الرابعة,Off-Plan Properties,Flat,2538.0,,على الخارطة,شقه سكنيه,قرية جميرا الدائرية
Sell,Binghatti Rose,بن غاطي روز,700000,Residential,1,11,60.0,61.23,بيع,2023-07-03,بن غاطي روز,Binghatti Rose,سكني,441,3,,1,11432.3,مبايعات,,0.0,,1.0,1.0,Sales,,1-11-2023-20722,غرفة,,Unit,Jumeirah Village Circle,,1 B/R,Al Barsha South Fourth,وحدة,1,2026-03-26 10:08:27,,البرشاء جنوب الرابعة,Existing Properties,Flat,2326.0,,العقارات القائمة,شقه سكنيه,قرية جميرا الدائرية
Sell,MARINA WHARF I,مارينا وورف 1,1550000,Residential,1,11,60.0,133.7,بيع,2023-07-06,مارينا وارف الأول,Marina Wharf 1,سكني,330,3,Jumeirah Beach Residency,1,11593.12,مبايعات,Marina Mall,0.0,مساكن شاطئ جميرا,1.0,1.0,Sales,مارينا مول,1-11-2023-21187,غرفتين,,Unit,Dubai Marina,Burj Al Arab,2 B/R,Marsa Dubai,وحدة,1,2026-03-26 10:08:27,برج العرب,مرسى دبي,Existing Properties,Flat,271.0,,العقارات القائمة,شقه سكنيه,دبي مارينا
Delayed Sell,"Mohammed Bin Rashid Al Maktoum City, District 11- Opal Gardens",,8424800,Residential,1,41,,676.03,بيع مبدئى,2023-07-13,مدينة محمد بن راشد آل مكتوم، ديستريكت 11 - أوبال جاردنز,,سكني,465,1,,0,12462.17,مبايعات,,0.0,,1.0,1.0,Sales,,1-41-2023-13406,,,Land,Mohammed Bin Rashid AL Maktoum District 11,,,Wadi Al Safa 3,أرض,1,2026-03-26 10:08:27,,وادي الصفا 3,Existing Properties,,2503.0,,العقارات القائمة,,مدينة محمد بن راشد آل مكتوم – ديستركت 11
Mortgage Registration,,,4865000,Residential,1,13,,801.47,تسجيل رهن,2023-08-18,,,سكني,467,4,,0,6070.1,رهون,,0.0,,1.0,1.0,Mortgages,,2-13-2023-14323,,,Villa,The Villa,IMG World Adventures,,Wadi Al Safa 5,فيلا,2,2026-03-26 10:08:27,آي إم جي وورلد أدفينتشرز,وادي الصفا 5,Existing Properties,,,,العقارات القائمة,,ذا فيلا
Sell,,,1487516,Residential,1,11,,298.94,بيع,2023-09-06,,,سكني,393,4,Sharaf Dg Metro Station,0,4975.97,مبايعات,Mall of the Emirates,0.0,محطة مترو شرف دي جي,1.0,1.0,Sales,مول الإمارات,1-11-2023-28115,,,Villa,,Burj Al Arab,,Al Barsha Second,فيلا,1,2026-03-26 10:08:27,برج العرب,البرشاء الثانيه,Existing Properties,,,,العقارات القائمة,,
Sell - Pre registration,The Valley-Nara,,2020000,Residential,0,102,4.0,255.55,بيع - تسجيل مبدئى,2023-09-28,ذا فالي - نارا,,سكني,469,4,,0,7904.52,مبايعات,,0.0,,1.0,1.0,Sales,,1-102-2023-51030,أربع غرف,,Villa,The Valley,,4 B/R,Al Yufrah 1,فيلا,1,2026-03-26 10:08:27,,اليفره 1,Off-Plan Properties,Villa,2274.0,,على الخارطة,فيلا,ذا فالي
Delayed Sell,High Best Tower,,8685000,Other,1,41,,1400.01,بيع مبدئى,2023-10-05,البرج العالي الأفضل,,مليون,465,1,,0,6203.53,مبايعات,,0.0,,1.0,1.0,Sales,,1-41-2023-19436,,,Land,Mohammed Bin Rashid AL Maktoum District 11,IMG World Adventures,,Wadi Al Safa 3,أرض,1,2026-03-26 10:08:27,آي إم جي وورلد أدفينتشرز,وادي الصفا 3,Existing Properties,,3493.0,,العقارات القائمة,,مدينة محمد بن راشد آل مكتوم – ديستركت 11
Grant,Emirates Living - Springs 2,,2203846,Residential,1,9,4.0,255.08,هبه,2023-10-09,روعة الإمارات ? الينابيع 2,,سكني,352,4,Damac Properties,0,8639.82,هبات,Marina Mall,0.0,عقارات داماك,1.0,1.0,Gifts,مارينا مول,3-9-2023-5043,ثلاث غرف,,Villa,Springs - 7,Sports City Swimming Academy,3 B/R,Al Thanayah Fourth,فيلا,3,2026-03-26 10:08:27,أكاديمية المدينة الرياضية للسباحة,الثنيه الرابعة,Existing Properties,Villa,1032.0,,العقارات القائمة,فيلا,الينابيع - 7 ايه وبي
Sell - Pre registration,Greenside Residence,جرينسايد ريزيدنس - تاور اي,3696888,Residential,0,102,60.0,144.49,بيع - تسجيل مبدئى,2023-10-09,جرينسايد ريزيدنس,Greenside Residence - Tower A,سكني,482,3,Noor Bank Metro Station,1,25585.77,مبايعات,Mall of the Emirates,0.0,محطة مترو نور بنك,1.0,1.0,Sales,مول الإمارات,1-102-2023-52704,ثلاث غرف,,Unit,Dubai Hills Estate,IMG World Adventures,3 B/R,Hadaeq Sheikh Mohammed Bin Rashid,وحدة,1,2026-03-26 10:08:27,آي إم جي وورلد أدفينتشرز,حدائق الشيخ محمد بن راشد,Off-Plan Properties,Flat,2705.0,,على الخارطة,شقه سكنيه, دبي هيلز استيت 
Sell - Pre registration,Samana Golf Views,سمانا جولف فيوز,769120,Residential,0,102,60.0,37.89,بيع - تسجيل مبدئى,2023-10-17,سامانا جولف  فيوز,SAMANA GOLF VIEWS,سكني,435,3,Nakheel Metro Station,1,20298.76,مبايعات,Marina Mall,0.0,محطة مترو النخيل,1.0,1.0,Sales,مارينا مول,1-102-2023-54295,استوديو,,Unit,Dubai Sports City,Sports City Swimming Academy,Studio,Al Hebiah Fourth,وحدة,1,2026-03-26 10:08:27,أكاديمية المدينة الرياضية للسباحة,الحبيه الرابعة,Off-Plan Properties,Flat,2707.0,,على الخارطة,شقه سكنيه,مدينة دبي الرياضية
Sell,,,132000000,Residential,1,11,,3195.12,بيع,2023-10-17,,,سكني,526,2,Business Bay Metro Station,0,41313.0,مبايعات,Dubai Mall,0.0,محطة مترو الخليج التجاري,1.0,1.0,Sales,مول دبي,1-11-2023-33124,,,Building,Business Bay,Downtown Dubai,,Business Bay,مبنى,1,2026-03-26 10:08:27,وسط مدينة دبي,الخليج التجارى,Existing Properties,,,,العقارات القائمة,,الخليج التجاري
Delayed Sell,Azizi Aura Residences,عزيزي أورا ريسيدنس,455070,Residential,1,41,60.0,34.36,بيع مبدئى,2023-10-17,عزيزي أورا ريزيدنزس,Azizi Aura Residences,سكني,478,3,UAE Exchange Metro Station,1,13244.18,مبايعات,Ibn-e-Battuta Mall,0.0,محطة مترو الإمارات العربية المتحدة للصرافة,1.0,1.0,Sales,ابن بطوطة مول,1-41-2023-20268,استوديو,,Unit,Down Town Jabal Ali,Expo 2020 Site,Studio,Jabal Ali Industrial Second,وحدة,1,2026-03-26 10:08:27,موقع إكسبو 2020,جبل علي الصناعية الثانية,Existing Properties,Flat,1897.0,,العقارات القائمة,شقه سكنيه,دون تاون جبل علي
Sell,"NO.1, NO.2A, NO.2B, NO.3A AND 3B CITYWALK RESIDENTIAL",ستي ووك ريزيدينشال بيلدنج 2 بي,4000000,Residential,1,11,60.0,204.83,بيع,2023-11-06,نو.1، نو.2 إيه، نو.2 بي و نو.3 إيه، نو.3 بي سيتي ووك ريزيدينشال,Citywalk Residential Building 2B,سكني,364,3,Buj Khalifa Dubai Mall Metro Station,1,19528.39,مبايعات,Dubai Mall,0.0,محطة مترو بوج خليفة دبي مول,1.0,1.0,Sales,مول دبي,1-11-2023-35770,غرفتين,,Unit,City Walk,Burj Khalifa,2 B/R,Al Wasl,وحدة,1,2026-03-26 10:08:27,برج خليفة,الوصل,Existing Properties,Flat,1719.0,,العقارات القائمة,شقه سكنيه,ستي ووك
Sell - Pre registration,Sobha Hartland Waves Opulence,شوبا هارتلاند ويفز  اوبيولينس,3944685,Residential,0,102,60.0,192.88,بيع - تسجيل مبدئى,2023-11-07,شوبا هارتلاند  ويفز اوبيولينس,Sobha Hartland Waves Opulence,سكني,412,3,Buj Khalifa Dubai Mall Metro Station,1,20451.5,مبايعات,Dubai Mall,0.0,محطة مترو بوج خليفة دبي مول,1.0,1.0,Sales,مول دبي,1-102-2023-59220,ثلاث غرف,,Unit,SOBHA HARTLAND,Downtown Dubai,3 B/R,Al Merkadh,وحدة,1,2026-03-26 10:08:27,وسط مدينة دبي,المركاض,Off-Plan Properties,Flat,2564.0,,على الخارطة,شقه سكنيه,شوبها هارتلاند
Grant,MBL RESIDENCE,إم بي إل ريزيدنس,1158312,Residential,1,9,60.0,69.78,هبه,2023-11-21,إم بي إل ريزيدينس,MBL RESIDENCE,سكني,350,3,Jumeirah Lakes Towers,1,16599.49,هبات,Marina Mall,0.0,أبراج بحيرات جميرا,1.0,1.0,Gifts,مارينا مول,3-9-2023-5732,غرفة,,Unit,Jumeirah Lakes Towers,Sports City Swimming Academy,1 B/R,Al Thanyah Fifth,وحدة,3,2026-03-26 10:08:27,أكاديمية المدينة الرياضية للسباحة,الثنيه الخامسة,Existing Properties,Flat,1934.0,,العقارات القائمة,شقه سكنيه, ابراج بحيرات الجميرا
Grant,,,6300000,Commercial,1,9,,553.42,هبه,2023-11-30,,,تجاري,352,4,Damac Properties,0,11383.76,هبات,Marina Mall,0.0,عقارات داماك,1.0,1.0,Gifts,مارينا مول,3-9-2023-5957,,,Villa,Meadows 4,Sports City Swimming Academy,,Al Thanayah Fourth,فيلا,3,2026-03-26 10:08:27,أكاديمية المدينة الرياضية للسباحة,الثنيه الرابعة,Existing Properties,,,,العقارات القائمة,,السهول 4
Sell - Pre registration,Parkside Views,باركسايد فيوز,2307888,Residential,0,102,60.0,106.09,بيع - تسجيل مبدئى,2023-12-06,باركسايد فيوز,Parkside Views,سكني,482,3,,1,21754.06,مبايعات,,0.0,,1.0,1.0,Sales,,1-102-2023-64336,غرفتين,,Unit,Dubai Hills Estate,,2 B/R,Hadaeq Sheikh Mohammed Bin Rashid,وحدة,1,2026-03-26 10:08:27,,حدائق الشيخ محمد بن راشد,Off-Plan Properties,Flat,2728.0,,على الخارطة,شقه سكنيه, دبي هيلز استيت 
Sell - Pre registration,Beach Residences Dubai Islands,بيتش ريزيدنزس  جزر دبي  - B3,3168800,Residential,0,102,60.0,144.63,بيع - تسجيل مبدئى,2023-12-07,بيتش ريزيدنسز جزر دبي,Beach Residences Dubai Islands - B3,سكني,432,3,,1,21909.7,مبايعات,,0.0,,1.0,1.0,Sales,,1-102-2023-64744,غرفة,,Unit,Palm Deira,,1 B/R,Palm Deira,وحدة,1,2026-03-26 10:08:27,,نخلة ديرة,Off-Plan Properties,Flat,2811.0,,على الخارطة,شقه سكنيه,نخلة ديرة
Delayed Sell,Tilal AL Furjan- Phase One,,3390000,Commercial,1,41,,367.37,بيع مبدئى,2023-12-11,تلال الفرجان - المرحلة الأولى,,تجاري,445,1,,0,9227.75,مبايعات,,0.0,,1.0,1.0,Sales,,1-41-2023-24856,,,Land,Al Furjan,,,Jabal Ali First,أرض,1,2026-03-26 10:08:27,,جبل علي الأولى,Existing Properties,,2338.0,,العقارات القائمة,,الفرجان
Sell - Pre registration,CORAL REEF,كورال ريف,2892000,Residential,0,102,60.0,124.32,بيع - تسجيل مبدئى,2023-12-12,كورال ريف,CORAL REEF,سكني,333,3,,1,23262.55,مبايعات,,0.0,,1.0,1.0,Sales,,1-102-2023-65669,غرفتين,,Unit,Dubai Maritime City,,2 B/R,Madinat Dubai Almelaheyah,وحدة,1,2026-03-26 10:08:27,,مدينة دبي الملاحية,Off-Plan Properties,Flat,2729.0,,على الخارطة,شقه سكنيه,مدينة دبي الملاحية
Sell,Burj Crown,برج كراون,1850000,Residential,1,11,60.0,53.71,بيع,2023-12-20,برج كراون,Burj Crown,سكني,390,3,Buj Khalifa Dubai Mall Metro Station,1,34444.24,مبايعات,Dubai Mall,0.0,محطة مترو بوج خليفة دبي مول,1.0,1.0,Sales,مول دبي,1-11-2023-42309,غرفة,,Unit,DownTown Dubai,Burj Khalifa,1 B/R,Burj Khalifa,وحدة,1,2026-03-26 10:08:27,برج خليفة,برج خليفة,Existing Properties,Flat,2201.0,,العقارات القائمة,شقه سكنيه,داون تاون دبي
Sell - Pre registration,UH WEST BY ELLINGTON,يواتش ويست من إلينغتون,1312828,Residential,0,102,60.0,75.58,بيع - تسجيل مبدئى,2023-12-22,يو اتش ويست من إلينغتون,UH WEST BY ELLINGTON,سكني,350,3,Jumeirah Lakes Towers,1,17370.04,مبايعات,Marina Mall,0.0,أبراج بحيرات جميرا,1.0,1.0,Sales,مارينا مول,1-102-2023-68090,غرفة,,Unit,Jumeirah Lakes Towers,Sports City Swimming Academy,1 B/R,Al Thanyah Fifth,وحدة,1,2026-03-26 10:08:27,أكاديمية المدينة الرياضية للسباحة,الثنيه الخامسة,Off-Plan Properties,Flat,2684.0,,على الخارطة,شقه سكنيه, ابراج بحيرات الجميرا
Sell - Pre registration,JOYA DORADO RESIDENCE,جويا دورادو رزدينس,1893850,Commercial,0,102,23.0,107.9,بيع - تسجيل مبدئى,2024-01-12,جويا دورادو رزدينس,Joya Dorado Residence,تجاري,409,3,Sharaf Dg Metro Station,1,17551.9,مبايعات,Mall of the Emirates,0.0,محطة مترو شرف دي جي,1.0,1.0,Sales,مول الإمارات,1-102-2024-1861,,,Unit,Arjan,Motor City,,Al Barshaa South Third,وحدة,1,2026-03-26 10:08:27,موتور سيتي,البرشاء جنوب الثالثة,Off-Plan Properties,Shop,2485.0,,على الخارطة,محل,أرجان
Delayed Sell,EQUITI APARTMENTS,شقق ايكويتي,618310,Residential,1,41,60.0,67.25,بيع مبدئى,2024-01-16,شقق ايكويتي,EQUITI APARTMENTS,سكني,483,3,Rashidiya Metro Station,1,9194.2,مبايعات,City Centre Mirdif,0.0,محطة مترو الراشدية,1.0,1.0,Sales,سيتي سنتر مردف,1-41-2024-1068,غرفة,,Unit,International City Phase 3,,1 B/R,Warsan Fourth,وحدة,1,2026-03-26 10:08:27,,ورسان الرابعة,Existing Properties,Flat,2496.0,,العقارات القائمة,شقه سكنيه,المدينة العالمية - المرحلة الثالثة
Sell - Pre registration,Central Park Plaza,Aسنترال بارك بلازا برج,4347000,Residential,0,102,60.0,119.22,بيع - تسجيل مبدئى,2024-01-18,سنترال بارك بلازا ,Central Park Plaza Tower A,سكني,364,3,,1,36462.0,مبايعات,,0.0,,1.0,1.0,Sales,,1-102-2024-2615,,,Unit,City Walk,,,Al Wasl,وحدة,1,2026-03-26 10:08:27,,الوصل,Off-Plan Properties,Flat,2796.0,,على الخارطة,شقه سكنيه,ستي ووك
Delayed Sell,Socio,سوشيو تووير 1,1018777,Residential,1,41,60.0,45.34,بيع مبدئى,2024-01-18,سوشيو,Socio Tower 1,سكني,482,3,First Abu Dhabi Bank Metro Station,1,22469.72,مبايعات,Mall of the Emirates,0.0,محطة مترو بنك أبوظبي الأول,1.0,1.0,Sales,مول الإمارات,1-41-2024-1351,غرفة,,Unit,Dubai Hills Estate,Burj Al Arab,1 B/R,Hadaeq Sheikh Mohammed Bin Rashid,وحدة,1,2026-03-26 10:08:27,برج العرب,حدائق الشيخ محمد بن راشد,Existing Properties,Flat,2028.0,,العقارات القائمة,شقه سكنيه, دبي هيلز استيت 
Sell - Pre registration,Luxur Tower By Imtiaz,برج الأقصر من امتياز,1488000,Residential,0,102,60.0,96.63,بيع - تسجيل مبدئى,2024-01-29,برج لكسورمن امتياز,LUXOR TOWER BY IMTIAZ,سكني,441,3,Nakheel Metro Station,1,15398.94,مبايعات,Marina Mall,0.0,محطة مترو النخيل,1.0,1.0,Sales,مارينا مول,1-102-2024-5359,غرفتين,,Unit,Jumeirah Village Circle,Sports City Swimming Academy,2 B/R,Al Barsha South Fourth,وحدة,1,2026-03-26 10:08:27,أكاديمية المدينة الرياضية للسباحة,البرشاء جنوب الرابعة,Off-Plan Properties,Flat,2770.0,,على الخارطة,شقه سكنيه,قرية جميرا الدائرية
Sell,BURJ VIEWS,برج فيوز تاور سي,1700000,Residential,1,11,60.0,84.54,بيع,2024-01-29,إطلالات برج,Burj Views Tower C,سكني,390,3,Buj Khalifa Dubai Mall Metro Station,1,20108.82,مبايعات,Dubai Mall,0.0,محطة مترو بوج خليفة دبي مول,1.0,1.0,Sales,مول دبي,1-11-2024-3190,غرفة,,Unit,DownTown Dubai,Downtown Dubai,1 B/R,Burj Khalifa,وحدة,1,2026-03-26 10:08:27,وسط مدينة دبي,برج خليفة,Existing Properties,Flat,1451.0,,العقارات القائمة,شقه سكنيه,داون تاون دبي
Sell,Sobha Hartland Greens - Phase III,شوبا هارتلاند جرينز فيس3 - 2,877000,Residential,1,11,60.0,44.0,بيع,2024-02-07,شوبا هارتلاند جرينز فيس 3,SOBHA HARTLAND GREENS - PHASE III - 2,سكني,412,3,Buj Khalifa Dubai Mall Metro Station,1,19931.82,مبايعات,Dubai Mall,0.0,محطة مترو بوج خليفة دبي مول,1.0,1.0,Sales,مول دبي,1-11-2024-4320,استوديو,,Unit,SOBHA HARTLAND,Downtown Dubai,Studio,Al Merkadh,وحدة,1,2026-03-26 10:08:27,وسط مدينة دبي,المركاض,Existing Properties,Flat,1907.0,,العقارات القائمة,شقه سكنيه,شوبها هارتلاند
Delayed Sell,TOWER 108,تاور 108,424800,Residential,1,41,60.0,40.73,بيع مبدئى,2024-03-04,تاور 108,TOWER 108,سكني,441,3,Nakheel Metro Station,1,10429.66,مبايعات,Marina Mall,0.0,محطة مترو النخيل,2.0,1.0,Sales,مارينا مول,1-41-2024-4480,استوديو,,Unit,Jumeirah Village Circle,Sports City Swimming Academy,Studio,Al Barsha South Fourth,وحدة,1,2026-03-26 10:08:27,أكاديمية المدينة الرياضية للسباحة,البرشاء جنوب الرابعة,Existing Properties,Flat,1499.0,,العقارات القائمة,شقه سكنيه,قرية جميرا الدائرية
Mortgage Registration,THE DUBAI CREEK RESIDENCES,ذا دبي كريك ريزيدنيسيس - ثاوث تاور 3,2459200,Residential,1,13,60.0,155.92,تسجيل رهن,2024-03-13,دبي كريك ريزيدنس,THE DUBAI CREEK RESIDENCES - SOUTH TOWER 3,سكني,447,3,Creek Metro Station,1,15772.19,رهون,Dubai Mall,0.0,محطة مترو الخور,1.0,1.0,Mortgages,مول دبي,2-13-2024-5340,غرفتين,,Unit,Dubai Creek Harbour,Dubai International Airport,2 B/R,Al Khairan First,وحدة,2,2026-03-26 10:08:27,مطار دبي الدولي,الخيران الأولى,Existing Properties,Flat,1597.0,,العقارات القائمة,شقه سكنيه,خور دبي
Sell,W Residences Dubai - The Palm,دبليو رزيدنسز دبي ذا بالم,40000000,Residential,1,11,60.0,732.85,بيع,2024-03-14,دبليو ريزيدنس دبي - النخلة,W Residences Dubai - The Palm,سكني,410,3,Jumeirah Beach Resdency,1,54581.43,مبايعات,Marina Mall,0.0,مساكن شاطئ الجميرا,1.0,1.0,Sales,مارينا مول,1-11-2024-9416,أربع غرف,,Unit,Palm Jumeirah,Burj Al Arab,4 B/R,Palm Jumeirah,وحدة,1,2026-03-26 10:08:27,برج العرب,نخلة جميرا,Existing Properties,Flat,1698.0,,العقارات القائمة,شقه سكنيه,نخلة جميرا
Sell - Pre registration,SOBHA ONE,شوبا ون - ايي,1640111,Residential,0,102,60.0,68.12,بيع - تسجيل مبدئى,2024-03-21, شوبا ون	,Sobha One - E,سكني,376,3,,1,24076.79,مبايعات,,0.0,,1.0,1.0,Sales,,1-102-2024-17830,غرفة,,Unit,,,1 B/R,Ras Al Khor Industrial First,وحدة,1,2026-03-26 10:08:27,,راس الخور الصناعيه الاولى,Off-Plan Properties,Flat,2948.0,,على الخارطة,شقه سكنيه,
